datetime,GHI,Temperature,Relative Humidity,CAISO,grid_risk
2022-01-01 00:00:00,132,9.8,78.5,22303.67,0
2022-01-01 01:00:00,0,8.3,84.57,21491.08,0
2022-01-01 02:00:00,0,7.8,88.63,21041.72,0
2022-01-01 03:00:00,0,7.4,91.49,20875.96,0
2022-01-01 04:00:00,0,6.9,94.5,20901.42,0
2022-01-01 05:00:00,0,6.4,96.82,21279.99,0
2022-01-01 06:00:00,0,6.1,97.2,21957.5,0
2022-01-01 07:00:00,0,5.6,98.24,22122.39,0
2022-01-01 08:00:00,0,5.2,98.45,22003.9,0
2022-01-01 09:00:00,0,4.9,97.42,21248.11,0
2022-01-01 10:00:00,0,4.7,95.05,20265.7,0
2022-01-01 11:00:00,0,4.4,93.01,19158.14,0
2022-01-01 12:00:00,0,4.2,89.9,18967.59,0
2022-01-01 13:00:00,0,4.2,86.08,19032.54,0
2022-01-01 14:00:00,0,4.2,80.75,20098.55,0
2022-01-01 15:00:00,0,4.4,77.08,20876.63,0
2022-01-01 16:00:00,47,6.3,73.74,22853.89,0
2022-01-01 17:00:00,229,8.2,62.52,25662.89,0
2022-01-01 18:00:00,373,9.5,55.04,26314.76,0
2022-01-01 19:00:00,473,10.4,51.48,26176.18,0
2022-01-01 20:00:00,517,11.1,48.7,25853.22,0
2022-01-01 21:00:00,500,11.4,48.62,25350.41,0
2022-01-01 22:00:00,422,11.5,49.57,24250.2,0
2022-01-01 23:00:00,296,11.1,54.91,23019.44,0
2022-01-02 00:00:00,138,9.5,63.78,22139.16,0
2022-01-02 01:00:00,0,8.5,61.63,21543.94,0
2022-01-02 02:00:00,0,8.1,62.96,21290.94,0
2022-01-02 03:00:00,0,7.7,64.98,21205.02,0
2022-01-02 04:00:00,0,7.2,67.95,21378.73,0
2022-01-02 05:00:00,0,6.6,71.52,21918.78,0
2022-01-02 06:00:00,0,5.9,75.56,22755.17,0
2022-01-02 07:00:00,0,5.1,80.41,23235.68,0
2022-01-02 08:00:00,0,4.5,84.22,22872.33,0
2022-01-02 09:00:00,0,4.0,87.42,22017.09,0
2022-01-02 10:00:00,0,3.6,89.78,20723.05,0
2022-01-02 11:00:00,0,3.3,91.61,19826.21,0
2022-01-02 12:00:00,0,3.0,94.1,19527.94,0
2022-01-02 13:00:00,0,2.9,95.85,19727.26,0
2022-01-02 14:00:00,0,3.0,96.8,20400.71,0
2022-01-02 15:00:00,0,3.3,97.09,21431.08,0
2022-01-02 16:00:00,64,5.1,90.47,23851.61,0
2022-01-02 17:00:00,221,6.9,84.92,26743.24,0
2022-01-02 18:00:00,366,8.9,79.6,27209.8,0
2022-01-02 19:00:00,463,10.6,75.77,26989.22,0
2022-01-02 20:00:00,507,11.9,73.3,26539.67,0
2022-01-02 21:00:00,489,12.5,72.42,25761.76,0
2022-01-02 22:00:00,413,12.5,73.83,24399.79,0
2022-01-02 23:00:00,79,11.9,79.81,22917.69,0
2022-01-03 00:00:00,85,10.8,85.14,22112.91,0
2022-01-03 01:00:00,0,10.1,87.08,21512.37,0
2022-01-03 02:00:00,0,9.8,88.44,21310.67,0
2022-01-03 03:00:00,0,9.6,88.48,21405.84,0
2022-01-03 04:00:00,0,9.5,87.91,21843.46,0
2022-01-03 05:00:00,0,9.3,88.09,23407.53,0
2022-01-03 06:00:00,0,9.0,88.93,25337.73,0
2022-01-03 07:00:00,0,8.8,89.6,26559.91,0
2022-01-03 08:00:00,0,8.7,90.5,26208.23,0
2022-01-03 09:00:00,0,8.6,91.65,25131.59,0
2022-01-03 10:00:00,0,8.4,93.69,24401.85,0
2022-01-03 11:00:00,0,8.4,94.82,23597.04,0
2022-01-03 12:00:00,0,8.5,95.51,23736.61,0
2022-01-03 13:00:00,0,8.7,95.49,23817.25,0
2022-01-03 14:00:00,0,8.8,96.31,24207.79,0
2022-01-03 15:00:00,0,9.2,95.47,24917.78,0
2022-01-03 16:00:00,40,10.2,92.51,26589.88,0
2022-01-03 17:00:00,155,11.0,90.89,28977.58,0
2022-01-03 18:00:00,243,11.5,90.55,29163.91,0
2022-01-03 19:00:00,239,12.0,89.67,28698.93,0
2022-01-03 20:00:00,246,12.4,88.57,27980.39,0
2022-01-03 21:00:00,309,12.5,88.76,26890.89,0
2022-01-03 22:00:00,145,12.4,90.25,25202.19,0
2022-01-03 23:00:00,104,12.3,91.5,23583.52,0
2022-01-04 00:00:00,47,12.1,92.72,22505.74,0
2022-01-04 01:00:00,0,12.0,93.66,21829.67,0
2022-01-04 02:00:00,0,12.1,93.85,21798.26,0
2022-01-04 03:00:00,0,12.0,94.74,21641.68,0
2022-01-04 04:00:00,0,11.9,95.2,22017.22,0
2022-01-04 05:00:00,0,11.8,95.67,23305.07,0
2022-01-04 06:00:00,0,11.8,95.76,25374.93,0
2022-01-04 07:00:00,0,11.8,96.04,26210.18,0
2022-01-04 08:00:00,0,11.8,96.1,26290.54,0
2022-01-04 09:00:00,0,11.8,96.0,25791.29,0
2022-01-04 10:00:00,0,11.8,95.73,24567.65,0
2022-01-04 11:00:00,0,11.6,96.05,23342.26,0
2022-01-04 12:00:00,0,11.1,97.23,22978.81,0
2022-01-04 13:00:00,0,10.7,97.74,22883.43,0
2022-01-04 14:00:00,0,10.4,98.03,23285.93,0
2022-01-04 15:00:00,0,10.4,97.97,23927.13,0
2022-01-04 16:00:00,13,11.8,95.67,25916.35,0
2022-01-04 17:00:00,68,12.8,92.85,28384.65,0
2022-01-04 18:00:00,349,13.3,89.37,28584.11,0
2022-01-04 19:00:00,125,13.9,84.62,28151.02,0
2022-01-04 20:00:00,20,14.2,81.43,27440.83,0
2022-01-04 21:00:00,218,14.3,79.8,26370.7,0
2022-01-04 22:00:00,281,14.3,78.82,24801.51,0
2022-01-04 23:00:00,161,13.8,80.98,23248.3,0
2022-01-05 00:00:00,70,12.4,89.13,22397.62,0
2022-01-05 01:00:00,0,10.9,94.14,21832.13,0
2022-01-05 02:00:00,0,10.5,95.75,21342.01,0
2022-01-05 03:00:00,0,10.1,97.49,21412.51,0
2022-01-05 04:00:00,0,9.8,98.93,21787.48,0
2022-01-05 05:00:00,0,9.7,99.54,22982.4,0
2022-01-05 06:00:00,0,9.7,99.72,25101.12,0
2022-01-05 07:00:00,0,9.7,99.68,26363.67,0
2022-01-05 08:00:00,0,9.7,99.98,26308.38,0
2022-01-05 09:00:00,0,9.9,99.17,25366.67,0
2022-01-05 10:00:00,0,10.0,99.07,24208.18,0
2022-01-05 11:00:00,0,10.2,98.57,23033.99,0
2022-01-05 12:00:00,0,10.2,98.91,22538.82,0
2022-01-05 13:00:00,0,10.2,98.82,22592.27,0
2022-01-05 14:00:00,0,10.2,98.4,23243.95,0
2022-01-05 15:00:00,0,10.3,97.9,24110.82,0
2022-01-05 16:00:00,62,11.4,95.73,25971.98,0
2022-01-05 17:00:00,213,12.2,93.9,28069.58,0
2022-01-05 18:00:00,352,13.1,91.59,28185.35,0
2022-01-05 19:00:00,148,13.8,89.05,27724.85,0
2022-01-05 20:00:00,146,14.2,87.32,26967.05,0
2022-01-05 21:00:00,245,14.7,85.35,25969.71,0
2022-01-05 22:00:00,154,14.7,85.59,24396.28,0
2022-01-05 23:00:00,86,14.2,88.75,22906.06,0
2022-01-06 00:00:00,44,13.0,94.25,22062.32,0
2022-01-06 01:00:00,0,11.9,98.9,21371.16,0
2022-01-06 02:00:00,0,11.6,99.53,20988.03,0
2022-01-06 03:00:00,0,11.4,99.45,20966.12,0
2022-01-06 04:00:00,0,11.2,99.4,21425.53,0
2022-01-06 05:00:00,0,11.1,98.99,22647.58,0
2022-01-06 06:00:00,0,10.8,99.39,24765.74,0
2022-01-06 07:00:00,0,10.3,100.0,25992.59,0
2022-01-06 08:00:00,0,10.1,100.0,25673.08,0
2022-01-06 09:00:00,0,10.0,100.0,24961.56,0
2022-01-06 10:00:00,0,9.9,100.0,24146.56,0
2022-01-06 11:00:00,0,9.9,99.2,23791.88,0
2022-01-06 12:00:00,0,9.8,99.02,23491.52,0
2022-01-06 13:00:00,0,9.8,98.35,23559.52,0
2022-01-06 14:00:00,0,9.8,97.78,23883.37,0
2022-01-06 15:00:00,0,9.9,96.46,24474.91,0
2022-01-06 16:00:00,64,10.6,93.63,26033.03,0
2022-01-06 17:00:00,220,11.4,90.94,28027.35,0
2022-01-06 18:00:00,62,12.9,87.67,28096.41,0
2022-01-06 19:00:00,65,13.7,85.78,27433.85,0
2022-01-06 20:00:00,72,14.0,85.34,26654.27,0
2022-01-06 21:00:00,86,14.0,85.47,25709.19,0
2022-01-06 22:00:00,72,13.8,86.31,24215.37,0
2022-01-06 23:00:00,29,13.3,88.68,22811.02,0
2022-01-07 00:00:00,145,12.4,93.31,21860.77,0
2022-01-07 01:00:00,0,11.4,96.67,21258.54,0
2022-01-07 02:00:00,0,11.0,97.18,20953.51,0
2022-01-07 03:00:00,0,10.8,96.82,20885.12,0
2022-01-07 04:00:00,0,10.8,96.5,21461.29,0
2022-01-07 05:00:00,0,10.8,96.52,22633.15,0
2022-01-07 06:00:00,0,10.9,95.9,24619.17,0
2022-01-07 07:00:00,0,11.0,94.69,25844.08,0
2022-01-07 08:00:00,0,10.7,95.04,26301.55,0
2022-01-07 09:00:00,0,10.5,94.23,26040.48,0
2022-01-07 10:00:00,0,10.3,93.6,25635.83,0
2022-01-07 11:00:00,0,10.2,93.23,24938.34,0
2022-01-07 12:00:00,0,10.2,93.29,24925.37,0
2022-01-07 13:00:00,0,10.4,93.62,25030.17,0
2022-01-07 14:00:00,0,10.8,93.54,25019.02,0
2022-01-07 15:00:00,0,11.1,93.62,25235.78,0
2022-01-07 16:00:00,11,11.5,93.41,26227.8,0
2022-01-07 17:00:00,51,11.9,93.44,28000.04,0
2022-01-07 18:00:00,72,12.3,93.75,27964.93,0
2022-01-07 19:00:00,183,12.8,93.15,27365.01,0
2022-01-07 20:00:00,150,13.3,90.55,26617.42,0
2022-01-07 21:00:00,348,13.7,85.66,25689.54,0
2022-01-07 22:00:00,278,13.7,82.6,24305.21,0
2022-01-07 23:00:00,304,13.1,83.61,22788.7,0
2022-01-08 00:00:00,148,11.9,88.38,21912.76,0
2022-01-08 01:00:00,0,10.5,93.51,21036.66,0
2022-01-08 02:00:00,0,9.9,94.05,20592.94,0
2022-01-08 03:00:00,0,9.4,94.51,20278.53,0
2022-01-08 04:00:00,0,9.0,95.49,20513.13,0
2022-01-08 05:00:00,0,8.8,96.6,20933.88,0
2022-01-08 06:00:00,0,8.8,96.67,21922.02,0
2022-01-08 07:00:00,0,8.6,96.98,22572.75,0
2022-01-08 08:00:00,0,8.4,96.84,22999.21,0
2022-01-08 09:00:00,0,8.1,98.38,22496.26,0
2022-01-08 10:00:00,0,7.9,99.28,21787.6,0
2022-01-08 11:00:00,0,7.8,98.94,21036.81,0
2022-01-08 12:00:00,0,7.6,98.39,20496.28,0
2022-01-08 13:00:00,0,7.3,97.7,20338.31,0
2022-01-08 14:00:00,0,6.8,98.24,20789.59,0
2022-01-08 15:00:00,0,6.5,98.21,21785.8,0
2022-01-08 16:00:00,68,8.0,91.04,23573.99,0
2022-01-08 17:00:00,230,9.3,86.9,26014.63,0
2022-01-08 18:00:00,374,10.7,81.38,26381.19,0
2022-01-08 19:00:00,476,12.0,75.72,26079.71,0
2022-01-08 20:00:00,523,12.9,72.5,25567.74,0
2022-01-08 21:00:00,509,13.4,70.72,24888.96,0
2022-01-08 22:00:00,436,13.7,69.69,23699.77,0
2022-01-08 23:00:00,313,13.4,72.68,22518.82,0
2022-01-09 00:00:00,154,11.8,82.26,21702.38,0
2022-01-09 01:00:00,0,10.5,83.93,21077.68,0
2022-01-09 02:00:00,0,9.9,86.37,20690.74,0
2022-01-09 03:00:00,0,9.5,87.53,20477.68,0
2022-01-09 04:00:00,0,9.2,88.14,20533.42,0
2022-01-09 05:00:00,0,8.7,89.95,21029.95,0
2022-01-09 06:00:00,0,7.8,95.26,21829.12,0
2022-01-09 07:00:00,0,7.1,100.0,22210.01,0
2022-01-09 08:00:00,0,6.8,100.0,21823.66,0
2022-01-09 09:00:00,0,6.6,100.0,21105.77,0
2022-01-09 10:00:00,0,6.5,100.0,20176.85,0
2022-01-09 11:00:00,0,6.4,100.0,19163.29,0
2022-01-09 12:00:00,0,6.3,100.0,18923.97,0
2022-01-09 13:00:00,0,6.2,99.16,18994.79,0
2022-01-09 14:00:00,0,5.7,98.47,19578.11,0
2022-01-09 15:00:00,0,5.5,95.93,20790.38,0
2022-01-09 16:00:00,68,7.2,86.48,23253.27,0
2022-01-09 17:00:00,233,8.9,79.8,25952.1,0
2022-01-09 18:00:00,380,10.9,74.9,26329.77,0
2022-01-09 19:00:00,482,12.9,70.55,25971.06,0
2022-01-09 20:00:00,527,14.4,68.01,25308.79,0
2022-01-09 21:00:00,514,15.2,66.19,24516.6,0
2022-01-09 22:00:00,441,15.4,66.31,23093.54,0
2022-01-09 23:00:00,317,14.9,71.35,21738.33,0
2022-01-10 00:00:00,158,12.8,81.16,21226.22,0
2022-01-10 01:00:00,5,11.0,85.03,20692.61,0
2022-01-10 02:00:00,0,10.2,88.33,20403.47,0
2022-01-10 03:00:00,0,9.6,90.61,20412.68,0
2022-01-10 04:00:00,0,9.4,90.03,21060.79,0
2022-01-10 05:00:00,0,9.2,89.84,22495.91,0
2022-01-10 06:00:00,0,9.2,88.79,24789.53,0
2022-01-10 07:00:00,0,9.1,88.53,26397.06,0
2022-01-10 08:00:00,0,9.1,87.77,26371.44,0
2022-01-10 09:00:00,0,9.1,87.09,25941.56,0
2022-01-10 10:00:00,0,9.1,86.58,24911.16,0
2022-01-10 11:00:00,0,9.1,85.77,23859.56,0
2022-01-10 12:00:00,0,9.0,85.32,23286.51,0
2022-01-10 13:00:00,0,8.5,86.44,23159.71,0
2022-01-10 14:00:00,0,7.9,88.27,23428.27,0
2022-01-10 15:00:00,0,7.7,88.93,24224.05,0
2022-01-10 16:00:00,65,9.4,83.61,25950.58,0
2022-01-10 17:00:00,226,10.8,78.46,28017.12,0
2022-01-10 18:00:00,373,12.6,74.4,28180.43,0
2022-01-10 19:00:00,476,14.0,70.9,27672.96,0
2022-01-10 20:00:00,523,15.2,65.62,26848.39,0
2022-01-10 21:00:00,510,15.7,64.37,25738.19,0
2022-01-10 22:00:00,439,15.9,64.8,24124.81,0
2022-01-10 23:00:00,317,15.5,69.61,22670.65,0
2022-01-11 00:00:00,159,13.5,80.31,22140.11,0
2022-01-11 01:00:00,15,12.0,82.8,21384.32,0
2022-01-11 02:00:00,0,11.3,87.14,21065.67,0
2022-01-11 03:00:00,0,10.9,89.03,20888.02,0
2022-01-11 04:00:00,0,11.0,87.24,21439.14,0
2022-01-11 05:00:00,0,10.7,87.85,22851.15,0
2022-01-11 06:00:00,0,10.1,90.12,25188.62,0
2022-01-11 07:00:00,0,9.6,91.17,26519.18,0
2022-01-11 08:00:00,0,8.9,92.84,25887.19,0
2022-01-11 09:00:00,0,8.5,92.48,24554.08,0
2022-01-11 10:00:00,0,8.0,92.84,23064.22,0
2022-01-11 11:00:00,0,7.6,92.92,22142.01,0
2022-01-11 12:00:00,0,7.5,91.19,21954.37,0
2022-01-11 13:00:00,0,7.4,89.42,22343.94,0
2022-01-11 14:00:00,0,6.8,90.15,22860.91,0
2022-01-11 15:00:00,0,6.7,89.14,23913.9,0
2022-01-11 16:00:00,45,8.9,82.23,25587.36,0
2022-01-11 17:00:00,230,10.6,74.71,27797.3,0
2022-01-11 18:00:00,377,12.5,71.23,27997.41,0
2022-01-11 19:00:00,479,14.3,67.09,27295.12,0
2022-01-11 20:00:00,526,14.9,67.52,26542.89,0
2022-01-11 21:00:00,355,15.2,67.4,25534.04,0
2022-01-11 22:00:00,352,15.6,66.77,23948.97,0
2022-01-11 23:00:00,239,15.4,71.44,22497.72,0
2022-01-12 00:00:00,123,14.0,75.22,21823.76,0
2022-01-12 01:00:00,10,13.0,75.45,21215.16,0
2022-01-12 02:00:00,0,12.8,76.22,20929.05,0
2022-01-12 03:00:00,0,12.5,77.17,20955.43,0
2022-01-12 04:00:00,0,12.1,78.62,21420.4,0
2022-01-12 05:00:00,0,11.5,81.56,22796.21,0
2022-01-12 06:00:00,0,10.9,84.56,25212.94,0
2022-01-12 07:00:00,0,10.5,85.91,26578.25,0
2022-01-12 08:00:00,0,9.8,88.25,26135.01,0
2022-01-12 09:00:00,0,9.0,91.49,24830.53,0
2022-01-12 10:00:00,0,8.5,93.93,23625.75,0
2022-01-12 11:00:00,0,8.2,95.41,22899.69,0
2022-01-12 12:00:00,0,7.9,96.4,22818.11,0
2022-01-12 13:00:00,0,7.7,96.58,22896.77,0
2022-01-12 14:00:00,0,7.3,97.97,23419.96,0
2022-01-12 15:00:00,0,7.2,97.73,24745.24,0
2022-01-12 16:00:00,67,8.9,90.16,26074.74,0
2022-01-12 17:00:00,230,10.5,84.68,28065.75,0
2022-01-12 18:00:00,378,12.4,79.52,27921.74,0
2022-01-12 19:00:00,484,14.1,74.73,27258.01,0
2022-01-12 20:00:00,533,15.2,70.92,26441.33,0
2022-01-12 21:00:00,519,16.0,67.04,25526.61,0
2022-01-12 22:00:00,448,16.4,65.77,23858.29,0
2022-01-12 23:00:00,325,16.2,69.02,22517.71,0
2022-01-13 00:00:00,103,14.9,73.93,21763.19,0
2022-01-13 01:00:00,11,13.9,76.82,21212.94,0
2022-01-13 02:00:00,0,13.0,83.12,20832.17,0
2022-01-13 03:00:00,0,12.4,87.09,20860.49,0
2022-01-13 04:00:00,0,11.9,89.83,21125.76,0
2022-01-13 05:00:00,0,11.5,91.99,22448.34,0
2022-01-13 06:00:00,0,11.2,93.46,24644.9,0
2022-01-13 07:00:00,0,11.0,94.2,25916.25,0
2022-01-13 08:00:00,0,10.8,94.86,26092.56,0
2022-01-13 09:00:00,0,10.4,96.68,25702.47,0
2022-01-13 10:00:00,0,9.8,99.87,25084.35,0
2022-01-13 11:00:00,0,9.2,100.0,24901.27,0
2022-01-13 12:00:00,0,9.0,100.0,24933.28,0
2022-01-13 13:00:00,0,9.1,100.0,24495.74,0
2022-01-13 14:00:00,0,8.9,100.0,24660.25,0
2022-01-13 15:00:00,0,8.9,100.0,25533.31,0
2022-01-13 16:00:00,45,10.3,93.84,26372.13,0
2022-01-13 17:00:00,199,11.5,89.25,27927.54,0
2022-01-13 18:00:00,293,12.4,87.21,27949.67,0
2022-01-13 19:00:00,442,13.4,83.9,27339.56,0
2022-01-13 20:00:00,422,14.2,79.58,26517.43,0
2022-01-13 21:00:00,293,14.4,78.95,25369.74,0
2022-01-13 22:00:00,321,14.5,79.02,23845.1,0
2022-01-13 23:00:00,183,14.0,84.34,22429.44,0
2022-01-14 00:00:00,122,12.6,88.54,21631.26,0
2022-01-14 01:00:00,10,11.5,93.27,21159.17,0
2022-01-14 02:00:00,0,10.9,96.79,20680.67,0
2022-01-14 03:00:00,0,10.5,98.42,20688.7,0
2022-01-14 04:00:00,0,10.1,99.51,21150.94,0
2022-01-14 05:00:00,0,9.8,99.72,22426.8,0
2022-01-14 06:00:00,0,9.4,100.0,24722.26,0
2022-01-14 07:00:00,0,9.1,99.87,25992.24,0
2022-01-14 08:00:00,0,8.8,99.48,25721.58,0
2022-01-14 09:00:00,0,8.6,98.77,24734.51,0
2022-01-14 10:00:00,0,8.3,98.56,23659.58,0
2022-01-14 11:00:00,0,8.1,97.41,22964.25,0
2022-01-14 12:00:00,0,8.0,95.59,22585.18,0
2022-01-14 13:00:00,0,7.9,94.16,22712.81,0
2022-01-14 14:00:00,0,7.9,92.87,23102.49,0
2022-01-14 15:00:00,0,8.2,90.91,23676.88,0
2022-01-14 16:00:00,72,9.9,85.92,25022.51,0
2022-01-14 17:00:00,240,11.5,80.39,27067.1,0
2022-01-14 18:00:00,392,13.2,75.01,27084.85,0
2022-01-14 19:00:00,501,14.7,70.54,26484.52,0
2022-01-14 20:00:00,441,15.8,66.91,25798.33,0
2022-01-14 21:00:00,432,16.5,64.31,24990.33,0
2022-01-14 22:00:00,370,16.8,63.89,23827.37,0
2022-01-14 23:00:00,203,16.5,68.55,22501.54,0
2022-01-15 00:00:00,133,15.0,74.85,21530.93,0
2022-01-15 01:00:00,15,13.8,76.05,20837.9,0
2022-01-15 02:00:00,0,12.9,81.18,20387.57,0
2022-01-15 03:00:00,0,11.9,87.06,20109.24,0
2022-01-15 04:00:00,0,11.1,90.95,20137.6,0
2022-01-15 05:00:00,0,10.5,92.82,20726.96,0
2022-01-15 06:00:00,0,10.3,91.05,21761.67,0
2022-01-15 07:00:00,0,10.1,88.49,22534.24,0
2022-01-15 08:00:00,0,9.7,86.99,23170.2,0
2022-01-15 09:00:00,0,9.3,85.93,23501.39,0
2022-01-15 10:00:00,0,9.0,85.13,23471.97,0
2022-01-15 11:00:00,0,8.8,84.16,23020.16,0
2022-01-15 12:00:00,0,8.7,83.02,22676.34,0
2022-01-15 13:00:00,0,8.6,82.16,22454.73,0
2022-01-15 14:00:00,0,8.6,80.94,22487.08,0
2022-01-15 15:00:00,0,8.7,79.73,23071.95,0
2022-01-15 16:00:00,35,9.6,77.84,23776.49,0
2022-01-15 17:00:00,80,10.9,73.72,25695.13,0
2022-01-15 18:00:00,227,12.2,68.75,25998.44,0
2022-01-15 19:00:00,321,13.5,66.35,25413.71,0
2022-01-15 20:00:00,409,14.7,64.26,24830.7,0
2022-01-15 21:00:00,419,15.4,63.68,24043.85,0
2022-01-15 22:00:00,214,15.5,65.57,22943.62,0
2022-01-15 23:00:00,309,14.9,73.08,21735.62,0
2022-01-16 00:00:00,180,13.4,78.04,20877.9,0
2022-01-16 01:00:00,16,12.8,77.06,20105.62,0
2022-01-16 02:00:00,0,12.6,77.48,19706.12,0
2022-01-16 03:00:00,0,12.6,77.0,19409.41,0
2022-01-16 04:00:00,0,12.7,76.17,19457.09,0
2022-01-16 05:00:00,0,12.7,75.99,19771.25,0
2022-01-16 06:00:00,0,12.7,75.5,20514.84,0
2022-01-16 07:00:00,0,12.3,77.67,20952.25,0
2022-01-16 08:00:00,0,11.4,83.45,20997.82,0
2022-01-16 09:00:00,0,10.7,86.38,20659.19,0
2022-01-16 10:00:00,0,10.2,87.02,19989.36,0
2022-01-16 11:00:00,0,9.7,87.41,19472.19,0
2022-01-16 12:00:00,0,9.2,88.31,19346.86,0
2022-01-16 13:00:00,0,8.7,89.38,19678.85,0
2022-01-16 14:00:00,0,8.4,89.38,20366.73,0
2022-01-16 15:00:00,0,8.5,88.11,21532.43,0
2022-01-16 16:00:00,33,9.8,82.92,22852.98,0
2022-01-16 17:00:00,134,10.9,78.56,24994.13,0
2022-01-16 18:00:00,230,12.5,75.51,25422.07,0
2022-01-16 19:00:00,12,13.8,72.91,24910.65,0
2022-01-16 20:00:00,457,14.8,69.97,24276.19,0
2022-01-16 21:00:00,424,15.3,68.32,23431.72,0
2022-01-16 22:00:00,264,15.5,67.89,22328.26,0
2022-01-16 23:00:00,193,15.2,71.4,21185.41,0
2022-01-17 00:00:00,87,13.6,81.81,20452.53,0
2022-01-17 01:00:00,13,12.1,84.23,19975.97,0
2022-01-17 02:00:00,0,11.6,85.19,19506.72,0
2022-01-17 03:00:00,0,11.3,84.89,19586.36,0
2022-01-17 04:00:00,0,11.0,84.56,19991.51,0
2022-01-17 05:00:00,0,10.7,84.42,21259.91,0
2022-01-17 06:00:00,0,10.4,84.55,22886.84,0
2022-01-17 07:00:00,0,10.0,85.64,24002.1,0
2022-01-17 08:00:00,0,9.8,85.9,24574.02,0
2022-01-17 09:00:00,0,9.5,86.66,24344.54,0
2022-01-17 10:00:00,0,9.2,87.33,23904.91,0
2022-01-17 11:00:00,0,9.0,87.57,23792.64,0
2022-01-17 12:00:00,0,8.8,87.88,23673.28,0
2022-01-17 13:00:00,0,8.5,89.09,23834.28,0
2022-01-17 14:00:00,0,8.4,89.15,23846.9,0
2022-01-17 15:00:00,0,8.4,89.3,24356.06,0
2022-01-17 16:00:00,69,9.6,84.74,25375.18,0
2022-01-17 17:00:00,231,10.8,79.7,27287.09,0
2022-01-17 18:00:00,62,12.4,75.45,27429.59,0
2022-01-17 19:00:00,293,14.1,70.84,26880.0,0
2022-01-17 20:00:00,204,15.2,66.15,26104.32,0
2022-01-17 21:00:00,343,15.8,63.51,25038.07,0
2022-01-17 22:00:00,452,16.1,62.35,23437.62,0
2022-01-17 23:00:00,331,16.0,64.68,21934.46,0
2022-01-18 00:00:00,175,15.0,68.97,21094.57,0
2022-01-18 01:00:00,15,13.6,73.92,20496.06,0
2022-01-18 02:00:00,0,12.7,80.16,20218.95,0
2022-01-18 03:00:00,0,12.1,83.46,20341.42,0
2022-01-18 04:00:00,0,11.6,85.98,20590.86,0
2022-01-18 05:00:00,0,11.2,88.2,21892.88,0
2022-01-18 06:00:00,0,10.8,90.56,23901.68,0
2022-01-18 07:00:00,0,10.4,93.02,25270.02,0
2022-01-18 08:00:00,0,10.1,94.86,25523.16,0
2022-01-18 09:00:00,0,9.7,97.01,25040.68,0
2022-01-18 10:00:00,0,9.3,98.79,24175.65,0
2022-01-18 11:00:00,0,8.9,100.0,23198.47,0
2022-01-18 12:00:00,0,8.7,99.84,22697.98,0
2022-01-18 13:00:00,0,8.6,98.65,22719.85,0
2022-01-18 14:00:00,0,8.4,98.21,22707.97,0
2022-01-18 15:00:00,0,8.2,98.32,23371.87,0
2022-01-18 16:00:00,70,9.7,90.99,24919.18,0
2022-01-18 17:00:00,70,10.8,84.93,27186.71,0
2022-01-18 18:00:00,128,12.0,78.39,27496.61,0
2022-01-18 19:00:00,315,13.1,73.51,26883.8,0
2022-01-18 20:00:00,538,13.7,71.99,26080.86,0
2022-01-18 21:00:00,374,14.2,69.6,25235.05,0
2022-01-18 22:00:00,280,14.2,69.94,23661.39,0
2022-01-18 23:00:00,212,13.8,73.54,22110.87,0
2022-01-19 00:00:00,183,12.3,82.85,21216.48,0
2022-01-19 01:00:00,18,10.7,88.53,20663.89,0
2022-01-19 02:00:00,0,10.2,93.03,20369.68,0
2022-01-19 03:00:00,0,9.7,97.27,20315.46,0
2022-01-19 04:00:00,0,9.3,99.98,20801.17,0
2022-01-19 05:00:00,0,9.2,100.0,22138.48,0
2022-01-19 06:00:00,0,9.4,98.65,24338.97,0
2022-01-19 07:00:00,0,9.6,97.15,25815.29,0
2022-01-19 08:00:00,0,9.5,97.18,25848.79,0
2022-01-19 09:00:00,0,9.5,96.27,25245.77,0
2022-01-19 10:00:00,0,9.4,95.61,24368.75,0
2022-01-19 11:00:00,0,9.2,95.23,23247.35,0
2022-01-19 12:00:00,0,8.8,95.81,22322.22,0
2022-01-19 13:00:00,0,8.4,95.99,22113.87,0
2022-01-19 14:00:00,0,8.4,94.28,22578.05,0
2022-01-19 15:00:00,0,8.5,92.39,23261.27,0
2022-01-19 16:00:00,32,9.6,88.81,24811.97,0
2022-01-19 17:00:00,235,10.9,83.57,27137.18,0
2022-01-19 18:00:00,197,12.9,75.55,27641.7,0
2022-01-19 19:00:00,493,14.5,68.43,27113.16,0
2022-01-19 20:00:00,547,15.3,65.31,26359.44,0
2022-01-19 21:00:00,537,15.8,63.7,25318.19,0
2022-01-19 22:00:00,470,15.9,64.73,23698.31,0
2022-01-19 23:00:00,346,15.5,69.78,22313.44,0
2022-01-20 00:00:00,188,13.8,81.11,21337.26,0
2022-01-20 01:00:00,32,12.0,84.9,20697.85,0
2022-01-20 02:00:00,0,11.1,90.51,20645.82,0
2022-01-20 03:00:00,0,10.6,94.11,20681.25,0
2022-01-20 04:00:00,0,10.2,96.85,21085.8,0
2022-01-20 05:00:00,0,10.1,97.44,22478.95,0
2022-01-20 06:00:00,0,10.2,96.19,24855.91,0
2022-01-20 07:00:00,0,10.1,95.53,26095.18,0
2022-01-20 08:00:00,0,9.8,95.62,25752.86,0
