Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,563176,-,-,-,37.78,-122.41,0,24,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,Temperature,DNI,DHI,GHI,Wind Speed,Relative Humidity
2024,1,1,0,0,12.4,8,66,67,0,88.42
2024,1,1,1,0,12,0,0,0,0,90.10000000000001
2024,1,1,2,0,11.8,0,0,0,0,91.8
2024,1,1,3,0,11.5,0,0,0,0,93.93
2024,1,1,4,0,11.4,0,0,0,0,94.54
2024,1,1,5,0,11.100000000000001,0,0,0,0,95.73
2024,1,1,6,0,10.700000000000001,0,0,0,0,97.08
2024,1,1,7,0,10.5,0,0,0,0,97.04
2024,1,1,8,0,10.5,0,0,0,0,96.52
2024,1,1,9,0,10.5,0,0,0,0,95.74000000000001
2024,1,1,10,0,10.100000000000001,0,0,0,0,96.71000000000001
2024,1,1,11,0,9.600000000000001,0,0,0,0,98.27
2024,1,1,12,0,9.200000000000001,0,0,0,0,99
2024,1,1,13,0,8.9,0,0,0,0,99.02
2024,1,1,14,0,8.700000000000001,0,0,0,0,98.17
2024,1,1,15,0,8.700000000000001,0,0,0,0,96.92
2024,1,1,16,0,9.9,358,29,62,0,92.63
2024,1,1,17,0,11,651,54,214,0,88.42
2024,1,1,18,0,12.600000000000001,798,61,356,0,80.16
2024,1,1,19,0,14.3,859,66,454,0,69.55
2024,1,1,20,0,15.3,881,68,497,0,63.42
2024,1,1,21,0,15.9,878,66,482,0,60
2024,1,1,22,0,16.1,843,62,409,0,59
2024,1,1,23,0,15.8,761,53,285,0,62.64
2024,1,2,0,0,14.4,584,38,132,0,70.88
2024,1,2,1,0,13.100000000000001,0,0,0,0,75.5
2024,1,2,2,0,12.600000000000001,0,0,0,0,80.27
2024,1,2,3,0,12.100000000000001,0,0,0,0,84.56
2024,1,2,4,0,11.8,0,0,0,0,87.02
2024,1,2,5,0,11.5,0,0,0,0,89.41
2024,1,2,6,0,11.100000000000001,0,0,0,0,92.53
2024,1,2,7,0,10.9,0,0,0,0,94.14
2024,1,2,8,0,10.600000000000001,0,0,0,0,96.27
2024,1,2,9,0,10.5,0,0,0,0,97.29
2024,1,2,10,0,10.9,0,0,0,0,95.04
2024,1,2,11,0,10.700000000000001,0,0,0,0,96.06
2024,1,2,12,0,10.3,0,0,0,0,98.27
2024,1,2,13,0,10.200000000000001,0,0,0,0,98.67
2024,1,2,14,0,10.200000000000001,0,0,0,0,98.87
2024,1,2,15,0,10.3,0,0,0,0,98.68
2024,1,2,16,0,11.600000000000001,6,37,38,0,93.14
2024,1,2,17,0,13.5,0,58,58,0,84.76
2024,1,2,18,0,15,0,106,106,0,76.76
2024,1,2,19,0,15.9,93,259,301,0,71.36
2024,1,2,20,0,15.9,166,275,357,0,71.65
2024,1,2,21,0,15.5,373,190,367,0,75.94
2024,1,2,22,0,14.9,1,73,73,0,81.85000000000001
2024,1,2,23,0,14.5,0,18,18,0,87.03
2024,1,3,0,0,14,1,51,51,0,90.11
2024,1,3,1,0,13.700000000000001,0,0,0,0,87.01
2024,1,3,2,0,13.200000000000001,0,0,0,0,81.46000000000001
2024,1,3,3,0,12.5,0,0,0,0,80.3
2024,1,3,4,0,11.8,0,0,0,0,81.88
2024,1,3,5,0,11.200000000000001,0,0,0,0,82.57000000000001
2024,1,3,6,0,10.9,0,0,0,0,82.33
2024,1,3,7,0,10.5,0,0,0,0,84.03
2024,1,3,8,0,10.4,0,0,0,0,85.67
2024,1,3,9,0,10.5,0,0,0,0,86.19
2024,1,3,10,0,10.4,0,0,0,0,87.69
2024,1,3,11,0,10.3,0,0,0,0,88.84
2024,1,3,12,0,10.200000000000001,0,0,0,0,89.03
2024,1,3,13,0,10,0,0,0,0,88.49
2024,1,3,14,0,9.8,0,0,0,0,88.81
2024,1,3,15,0,9.9,0,0,0,0,89.23
2024,1,3,16,0,11.100000000000001,1,39,39,0,88.13
2024,1,3,17,0,11.8,592,63,208,0,86.15
2024,1,3,18,0,12.3,755,71,351,0,82.28
2024,1,3,19,0,12.9,811,80,449,0,77.35000000000001
2024,1,3,20,0,13.4,1,162,162,0,72.92
2024,1,3,21,0,13.8,136,276,340,0,69.85000000000001
2024,1,3,22,0,14,812,71,408,0,68.78
2024,1,3,23,0,13.9,0,37,37,0,70.15
2024,1,4,0,0,12.700000000000001,0,6,6,0,78.94
2024,1,4,1,0,11.8,0,0,0,0,84.18
2024,1,4,2,0,11.3,0,0,0,0,87.51
2024,1,4,3,0,10.700000000000001,0,0,0,0,90.99
2024,1,4,4,0,10.100000000000001,0,0,0,0,94.32000000000001
2024,1,4,5,0,9.600000000000001,0,0,0,0,97.09
2024,1,4,6,0,9.200000000000001,0,0,0,0,98.98
2024,1,4,7,0,8.9,0,0,0,0,99.78
2024,1,4,8,0,8.8,0,0,0,0,98.89
2024,1,4,9,0,8.700000000000001,0,0,0,0,97.75
2024,1,4,10,0,8.700000000000001,0,0,0,0,95.63
2024,1,4,11,0,8.5,0,0,0,0,95.43
2024,1,4,12,0,8.6,0,0,0,0,94.5
2024,1,4,13,0,8.6,0,0,0,0,94.39
2024,1,4,14,0,8.5,0,0,0,0,95.10000000000001
2024,1,4,15,0,8.3,0,0,0,0,96.89
2024,1,4,16,0,9.9,407,27,64,0,90.26
2024,1,4,17,0,11.4,693,49,220,0,82.4
2024,1,4,18,0,13.100000000000001,823,57,363,0,72.27
2024,1,4,19,0,14.3,877,63,462,0,67.29
2024,1,4,20,0,15,894,66,506,0,65.23
2024,1,4,21,0,15.5,867,73,488,0,63.93
2024,1,4,22,0,15.4,819,72,414,0,65.29
2024,1,4,23,0,14.600000000000001,25,166,174,0,74
2024,1,5,0,0,13.200000000000001,542,44,135,0,82.49
2024,1,5,1,0,11.700000000000001,0,0,0,0,91.96000000000001
2024,1,5,2,0,11.200000000000001,0,0,0,0,99.24000000000001
2024,1,5,3,0,10.8,0,0,0,0,100
2024,1,5,4,0,10.700000000000001,0,0,0,0,100
2024,1,5,5,0,11,0,0,0,0,100
2024,1,5,6,0,11.3,0,0,0,0,100
2024,1,5,7,0,11.5,0,0,0,0,100
2024,1,5,8,0,11.700000000000001,0,0,0,0,99.87
2024,1,5,9,0,11.700000000000001,0,0,0,0,99.72
2024,1,5,10,0,11.3,0,0,0,0,100
2024,1,5,11,0,10.9,0,0,0,0,100
2024,1,5,12,0,10.5,0,0,0,0,100
2024,1,5,13,0,10,0,0,0,0,100
2024,1,5,14,0,9.4,0,0,0,0,100
2024,1,5,15,0,9.1,0,0,0,0,100
2024,1,5,16,0,10.8,424,26,65,0,93.51
2024,1,5,17,0,12.100000000000001,713,49,224,0,87.13
2024,1,5,18,0,13.600000000000001,839,59,371,0,79.14
2024,1,5,19,0,14.8,899,64,474,0,72
2024,1,5,20,0,15.600000000000001,925,65,522,0,65.72
2024,1,5,21,0,16,917,66,506,0,61.51
2024,1,5,22,0,16.2,883,62,432,0,58.67
2024,1,5,23,0,15.700000000000001,804,54,306,0,61.620000000000005
2024,1,6,0,0,13.3,609,41,145,0,75.02
2024,1,6,1,0,11.5,0,0,0,0,80.25
2024,1,6,2,0,11,0,0,0,0,84.18
2024,1,6,3,0,10.600000000000001,0,0,0,0,88.71000000000001
2024,1,6,4,0,10.600000000000001,0,0,0,0,90.19
2024,1,6,5,0,11,0,0,0,0,88.97
2024,1,6,6,0,11,0,0,0,0,90.8
2024,1,6,7,0,11,0,0,0,0,92.9
2024,1,6,8,0,10.8,0,0,0,0,96.33
2024,1,6,9,0,10.600000000000001,0,0,0,0,99
2024,1,6,10,0,10.3,0,0,0,0,100
2024,1,6,11,0,9.700000000000001,0,0,0,0,100
2024,1,6,12,0,9.4,0,0,0,0,100
2024,1,6,13,0,9.4,0,0,0,0,100
2024,1,6,14,0,9.4,0,0,0,0,100
2024,1,6,15,0,9.5,0,0,0,0,98.39
2024,1,6,16,0,10.4,0,15,15,0,91.77
2024,1,6,17,0,11.200000000000001,20,108,113,0,88.32000000000001
2024,1,6,18,0,11.9,49,183,201,0,86.5
2024,1,6,19,0,12.5,80,214,251,0,86.29
2024,1,6,20,0,12.700000000000001,17,184,192,0,86.64
2024,1,6,21,0,12.8,0,71,71,0,86.66
2024,1,6,22,0,12.9,1,88,88,0,83.26
2024,1,6,23,0,12.5,0,27,27,0,76.67
2024,1,7,0,0,11.3,7,67,68,0,75.68
2024,1,7,1,0,9.8,0,0,0,0,80.49
2024,1,7,2,0,9.3,0,0,0,0,81.58
2024,1,7,3,0,8.8,0,0,0,0,81.61
2024,1,7,4,0,8.3,0,0,0,0,81.3
2024,1,7,5,0,7.800000000000001,0,0,0,0,82.17
2024,1,7,6,0,7.4,0,0,0,0,83.49
2024,1,7,7,0,6.9,0,0,0,0,86.08
2024,1,7,8,0,6.6000000000000005,0,0,0,0,88.04
2024,1,7,9,0,6.300000000000001,0,0,0,0,89.62
2024,1,7,10,0,6,0,0,0,0,91.51
2024,1,7,11,0,5.800000000000001,0,0,0,0,93.02
2024,1,7,12,0,5.7,0,0,0,0,93.71000000000001
2024,1,7,13,0,5.4,0,0,0,0,95.28
2024,1,7,14,0,5.2,0,0,0,0,95.74000000000001
2024,1,7,15,0,5.300000000000001,0,0,0,0,94.71000000000001
2024,1,7,16,0,7.2,475,25,68,0,86.31
2024,1,7,17,0,8.8,753,43,230,0,76.02
2024,1,7,18,0,10.600000000000001,858,53,374,0,62.35
2024,1,7,19,0,11.9,911,58,476,0,53.28
2024,1,7,20,0,12.5,929,61,522,0,49.27
2024,1,7,21,0,12.9,918,63,509,0,47.24
2024,1,7,22,0,12.9,879,60,433,0,47.57
2024,1,7,23,0,12.5,797,53,307,0,51.21
2024,1,8,0,0,10.5,628,38,150,0,66.67
2024,1,8,1,0,8.8,0,0,0,0,76.23
2024,1,8,2,0,8.3,0,0,0,0,82.53
2024,1,8,3,0,8,0,0,0,0,87.45
2024,1,8,4,0,7.800000000000001,0,0,0,0,90.09
2024,1,8,5,0,7.4,0,0,0,0,92.57000000000001
2024,1,8,6,0,7,0,0,0,0,93.82000000000001
2024,1,8,7,0,6.7,0,0,0,0,94.03
2024,1,8,8,0,6.5,0,0,0,0,93.48
2024,1,8,9,0,6.300000000000001,0,0,0,0,92.99
2024,1,8,10,0,6.1000000000000005,0,0,0,0,93.22
2024,1,8,11,0,6,0,0,0,0,92.92
2024,1,8,12,0,5.9,0,0,0,0,93.10000000000001
2024,1,8,13,0,6.1000000000000005,0,0,0,0,91.87
2024,1,8,14,0,6.5,0,0,0,0,89.48
2024,1,8,15,0,7,0,0,0,0,87.2
2024,1,8,16,0,8.4,439,25,65,0,83.43
2024,1,8,17,0,10.100000000000001,716,45,223,0,72.78
2024,1,8,18,0,12.3,815,58,364,0,58.53
2024,1,8,19,0,13.4,0,19,19,0,54.39
2024,1,8,20,0,13.9,115,286,344,0,53.99
2024,1,8,21,0,14.100000000000001,869,70,493,0,55.22
2024,1,8,22,0,14,180,235,312,0,58.26
2024,1,8,23,0,13.5,386,126,250,0,63.52
2024,1,9,0,0,12.100000000000001,106,92,112,0,75.83
2024,1,9,1,0,11.100000000000001,0,0,0,0,78.95
2024,1,9,2,0,10.8,0,0,0,0,82.86
2024,1,9,3,0,10.600000000000001,0,0,0,0,87.08
2024,1,9,4,0,10.600000000000001,0,0,0,0,90.04
2024,1,9,5,0,10.600000000000001,0,0,0,0,92.79
2024,1,9,6,0,10.8,0,0,0,0,93.48
2024,1,9,7,0,10.8,0,0,0,0,94.59
2024,1,9,8,0,10.700000000000001,0,0,0,0,95.73
2024,1,9,9,0,10.5,0,0,0,0,97.12
2024,1,9,10,0,10.3,0,0,0,0,97.86
2024,1,9,11,0,10.200000000000001,0,0,0,0,97.89
2024,1,9,12,0,10.100000000000001,0,0,0,0,98.5
2024,1,9,13,0,10.200000000000001,0,0,0,0,98.33
2024,1,9,14,0,10.600000000000001,0,0,0,0,97.47
2024,1,9,15,0,11.100000000000001,0,0,0,0,96.91
2024,1,9,16,0,12,32,47,50,0,94.99
2024,1,9,17,0,12.9,138,123,157,0,93.39
2024,1,9,18,0,13.4,39,157,172,0,92.36
2024,1,9,19,0,13.8,821,82,461,0,86.66
2024,1,9,20,0,13.8,179,292,381,0,76.09
2024,1,9,21,0,13.9,849,87,502,0,67.45
2024,1,9,22,0,13.8,820,79,431,0,63.01
2024,1,9,23,0,13.3,745,66,308,0,63.5
2024,1,10,0,0,11.600000000000001,559,48,150,0,72.98
2024,1,10,1,0,10,90,12,13,0,80.73
2024,1,10,2,0,9.5,0,0,0,0,84.24
2024,1,10,3,0,9,0,0,0,0,86.94
2024,1,10,4,0,8.700000000000001,0,0,0,0,87.59
2024,1,10,5,0,8.3,0,0,0,0,88.31
2024,1,10,6,0,7.800000000000001,0,0,0,0,89.79
2024,1,10,7,0,7.5,0,0,0,0,90.86
2024,1,10,8,0,7.4,0,0,0,0,90.99
2024,1,10,9,0,7.1000000000000005,0,0,0,0,92.78
2024,1,10,10,0,7,0,0,0,0,94.04
2024,1,10,11,0,7.1000000000000005,0,0,0,0,95.01
2024,1,10,12,0,7.300000000000001,0,0,0,0,96.17
2024,1,10,13,0,7.7,0,0,0,0,96.24000000000001
2024,1,10,14,0,8.200000000000001,0,0,0,0,96
2024,1,10,15,0,9,0,0,0,0,94.61
2024,1,10,16,0,10.700000000000001,290,32,59,0,89.31
2024,1,10,17,0,12,14,127,131,0,85.33
2024,1,10,18,0,12.9,752,72,356,0,80.93
2024,1,10,19,0,13.3,135,266,328,0,77.44
2024,1,10,20,0,13.4,2,185,186,0,76.52
2024,1,10,21,0,13.200000000000001,78,284,322,0,78.65
2024,1,10,22,0,13,0,119,119,0,81.22
2024,1,10,23,0,12.8,0,78,78,0,83.36
2024,1,11,0,0,12.4,0,24,24,0,85.53
2024,1,11,1,0,12.100000000000001,29,12,12,0,86.56
2024,1,11,2,0,11.700000000000001,0,0,0,0,87.35000000000001
2024,1,11,3,0,11.200000000000001,0,0,0,0,86.33
2024,1,11,4,0,10.4,0,0,0,0,84.82000000000001
2024,1,11,5,0,9.600000000000001,0,0,0,0,84.74
2024,1,11,6,0,9.3,0,0,0,0,83.24
2024,1,11,7,0,9,0,0,0,0,80.57000000000001
2024,1,11,8,0,8.5,0,0,0,0,78.24
2024,1,11,9,0,7.7,0,0,0,0,79.02
2024,1,11,10,0,7.1000000000000005,0,0,0,0,79.95
2024,1,11,11,0,6.7,0,0,0,0,80.58
2024,1,11,12,0,6.300000000000001,0,0,0,0,81.78
2024,1,11,13,0,5.9,0,0,0,0,82.57000000000001
2024,1,11,14,0,5.5,0,0,0,0,83.28
2024,1,11,15,0,5.5,0,0,0,0,82.71000000000001
2024,1,11,16,0,7.6000000000000005,530,23,73,0,75.89
2024,1,11,17,0,9.200000000000001,792,40,240,0,66.37
2024,1,11,18,0,11,888,51,387,0,50.61
2024,1,11,19,0,12,936,58,493,0,44.93
2024,1,11,20,0,12.5,943,63,539,0,43.95
2024,1,11,21,0,12.700000000000001,922,69,525,0,44.19
2024,1,11,22,0,12.700000000000001,880,66,449,0,45.27
2024,1,11,23,0,12.100000000000001,801,59,324,0,51.370000000000005
2024,1,12,0,0,10.100000000000001,116,98,120,0,68.69
2024,1,12,1,0,8.6,0,4,4,0,77.24
2024,1,12,2,0,8.1,0,0,0,0,84.15
2024,1,12,3,0,7.9,0,0,0,0,88.76
2024,1,12,4,0,7.800000000000001,0,0,0,0,90.79
2024,1,12,5,0,7.4,0,0,0,0,93.82000000000001
2024,1,12,6,0,7.2,0,0,0,0,95.11
2024,1,12,7,0,7.300000000000001,0,0,0,0,93.81
2024,1,12,8,0,7.2,0,0,0,0,93.72
2024,1,12,9,0,7.1000000000000005,0,0,0,0,94
2024,1,12,10,0,7.2,0,0,0,0,93.15
2024,1,12,11,0,7.2,0,0,0,0,92.94
2024,1,12,12,0,7.300000000000001,0,0,0,0,92.57000000000001
2024,1,12,13,0,7.6000000000000005,0,0,0,0,90.47
2024,1,12,14,0,7.7,0,0,0,0,89.69
2024,1,12,15,0,7.7,0,0,0,0,90.94
2024,1,12,16,0,9.1,3,35,35,0,86.19
2024,1,12,17,0,10.3,25,115,121,0,79.81
2024,1,12,18,0,11.200000000000001,206,186,265,0,75.11
2024,1,12,19,0,12.100000000000001,92,230,273,0,70.96000000000001
2024,1,12,20,0,12.3,35,252,270,0,69.31
2024,1,12,21,0,12.600000000000001,155,224,301,0,68.29
2024,1,12,22,0,12.700000000000001,43,188,207,0,68.59
2024,1,12,23,0,12,28,135,145,0,74.28
2024,1,13,0,0,11,0,11,11,0,81.96000000000001
2024,1,13,1,0,10.200000000000001,0,9,9,0,83.79
2024,1,13,2,0,9.8,0,0,0,0,87.39
2024,1,13,3,0,9.5,0,0,0,0,90.24
2024,1,13,4,0,9.600000000000001,0,0,0,0,90.78
2024,1,13,5,0,9.700000000000001,0,0,0,0,91
2024,1,13,6,0,9.8,0,0,0,0,90.97
2024,1,13,7,0,9.8,0,0,0,0,91.48
2024,1,13,8,0,9.8,0,0,0,0,92.10000000000001
2024,1,13,9,0,9.8,0,0,0,0,92.65
2024,1,13,10,0,9.8,0,0,0,0,93.10000000000001
2024,1,13,11,0,9.700000000000001,0,0,0,0,94.32000000000001
2024,1,13,12,0,9.600000000000001,0,0,0,0,95.99000000000001
2024,1,13,13,0,9.8,0,0,0,0,95.62
2024,1,13,14,0,9.8,0,0,0,0,96.4
2024,1,13,15,0,10.200000000000001,0,0,0,0,95.19
2024,1,13,16,0,11,4,37,37,0,93.07000000000001
2024,1,13,17,0,11.700000000000001,2,58,59,0,91.5
2024,1,13,18,0,12.200000000000001,14,133,138,0,90.76
2024,1,13,19,0,12.5,181,206,291,0,91.52
2024,1,13,20,0,12.9,0,18,18,0,92.06
2024,1,13,21,0,13.100000000000001,59,221,250,0,93.19
2024,1,13,22,0,13.3,140,200,262,0,93.49
2024,1,13,23,0,13.4,23,131,139,0,93.55
2024,1,14,0,0,13.3,0,13,13,0,94.05
2024,1,14,1,0,13.200000000000001,124,14,18,0,94.52
2024,1,14,2,0,13.200000000000001,0,0,0,0,94.55
2024,1,14,3,0,13.3,0,0,0,0,94.01
2024,1,14,4,0,13.4,0,0,0,0,93.69
2024,1,14,5,0,13.4,0,0,0,0,94.24
2024,1,14,6,0,13.4,0,0,0,0,94.65
2024,1,14,7,0,13.200000000000001,0,0,0,0,95.25
2024,1,14,8,0,12.9,0,0,0,0,95.83
2024,1,14,9,0,12.600000000000001,0,0,0,0,95.97
2024,1,14,10,0,12.100000000000001,0,0,0,0,96.10000000000001
2024,1,14,11,0,11.600000000000001,0,0,0,0,95.09
2024,1,14,12,0,11.100000000000001,0,0,0,0,93.62
2024,1,14,13,0,10.4,0,0,0,0,92.37
2024,1,14,14,0,10,0,0,0,0,89.91
2024,1,14,15,0,9.9,0,0,0,0,89.62
2024,1,14,16,0,11.600000000000001,425,29,69,0,86.78
2024,1,14,17,0,12.700000000000001,713,51,233,0,82.47
2024,1,14,18,0,13.700000000000001,108,222,264,0,76.95
2024,1,14,19,0,14.600000000000001,531,165,416,0,72.47
2024,1,14,20,0,15.200000000000001,904,73,536,0,69.53
2024,1,14,21,0,15.5,886,76,521,0,68.1
2024,1,14,22,0,15.4,856,70,451,0,68.57000000000001
2024,1,14,23,0,15,779,61,326,0,70.86
2024,1,15,0,0,13.600000000000001,615,46,168,0,81.17
2024,1,15,1,0,12,0,12,12,0,85.82000000000001
2024,1,15,2,0,11.4,0,0,0,0,90.26
2024,1,15,3,0,10.9,0,0,0,0,93.95
2024,1,15,4,0,10.5,0,0,0,0,96.49000000000001
2024,1,15,5,0,10,0,0,0,0,99.43
2024,1,15,6,0,9.600000000000001,0,0,0,0,100
2024,1,15,7,0,9.3,0,0,0,0,100
2024,1,15,8,0,9.1,0,0,0,0,100
2024,1,15,9,0,9.1,0,0,0,0,99.78
2024,1,15,10,0,9.200000000000001,0,0,0,0,97.96000000000001
2024,1,15,11,0,9.200000000000001,0,0,0,0,96.96000000000001
2024,1,15,12,0,9.200000000000001,0,0,0,0,96.26
2024,1,15,13,0,9.200000000000001,0,0,0,0,95.59
2024,1,15,14,0,9.1,0,0,0,0,95.64
2024,1,15,15,0,9.200000000000001,0,0,0,0,94.67
2024,1,15,16,0,10.100000000000001,3,38,38,0,90.04
2024,1,15,17,0,11,384,106,205,0,84.71000000000001
2024,1,15,18,0,12.100000000000001,211,185,266,0,78.7
2024,1,15,19,0,12.9,407,193,386,0,75.01
2024,1,15,20,0,13.600000000000001,883,76,530,0,72.68
2024,1,15,21,0,14.200000000000001,882,74,520,0,70.59
2024,1,15,22,0,14.600000000000001,852,69,450,0,69.24
2024,1,15,23,0,14.5,782,60,329,0,70.98
2024,1,16,0,0,13.5,627,45,171,0,77.83
2024,1,16,1,0,12.3,222,15,22,0,80.53
2024,1,16,2,0,11.700000000000001,0,0,0,0,83.76
2024,1,16,3,0,11.200000000000001,0,0,0,0,86.37
2024,1,16,4,0,10.8,0,0,0,0,88.09
2024,1,16,5,0,10.100000000000001,0,0,0,0,91.60000000000001
2024,1,16,6,0,9.4,0,0,0,0,95.53
2024,1,16,7,0,8.8,0,0,0,0,99.07000000000001
2024,1,16,8,0,8.5,0,0,0,0,100
2024,1,16,9,0,8.3,0,0,0,0,100
2024,1,16,10,0,8.4,0,0,0,0,100
2024,1,16,11,0,8.5,0,0,0,0,99.02
2024,1,16,12,0,8.5,0,0,0,0,98.13
2024,1,16,13,0,8.3,0,0,0,0,98.55
2024,1,16,14,0,8.200000000000001,0,0,0,0,98.36
2024,1,16,15,0,8.4,0,0,0,0,96.32000000000001
2024,1,16,16,0,9,18,48,50,0,93.42
2024,1,16,17,0,9.9,25,107,113,0,90.74
2024,1,16,18,0,11.5,352,155,292,0,86.28
2024,1,16,19,0,12.600000000000001,482,172,402,0,83.27
2024,1,16,20,0,13.5,188,240,338,0,81.19
2024,1,16,21,0,13.8,85,234,277,0,81.7
2024,1,16,22,0,13.600000000000001,18,144,153,0,84.77
2024,1,16,23,0,13.100000000000001,0,25,25,0,90.10000000000001
2024,1,17,0,0,12.5,0,4,4,0,93.46000000000001
2024,1,17,1,0,12.3,0,7,7,0,94.67
2024,1,17,2,0,12.200000000000001,0,0,0,0,95.88
2024,1,17,3,0,12.3,0,0,0,0,95.65
2024,1,17,4,0,12.5,0,0,0,0,95.18
2024,1,17,5,0,12.5,0,0,0,0,95.84
2024,1,17,6,0,12.600000000000001,0,0,0,0,96.09
2024,1,17,7,0,12.600000000000001,0,0,0,0,96.48
2024,1,17,8,0,12.5,0,0,0,0,96.19
2024,1,17,9,0,11.9,0,0,0,0,95.82000000000001
2024,1,17,10,0,11.4,0,0,0,0,95.16
2024,1,17,11,0,11.100000000000001,0,0,0,0,93.78
2024,1,17,12,0,10.700000000000001,0,0,0,0,93.67
2024,1,17,13,0,10.5,0,0,0,0,92.89
2024,1,17,14,0,10.100000000000001,0,0,0,0,92.95
2024,1,17,15,0,10,0,0,0,0,92.74
2024,1,17,16,0,11.600000000000001,4,39,40,0,90.8
2024,1,17,17,0,12.5,184,123,170,0,88.76
2024,1,17,18,0,13.5,375,157,303,0,85
2024,1,17,19,0,14.600000000000001,466,178,401,0,79.57000000000001
2024,1,17,20,0,15.3,495,182,439,0,74.69
2024,1,17,21,0,15.600000000000001,355,221,403,0,72.47
2024,1,17,22,0,15.600000000000001,458,163,371,0,72.28
2024,1,17,23,0,15.100000000000001,161,192,249,0,74.97
2024,1,18,0,0,14.100000000000001,10,104,106,0,81
2024,1,18,1,0,13,185,17,25,0,83.83
2024,1,18,2,0,12.3,0,0,0,0,89.09
2024,1,18,3,0,11.600000000000001,0,0,0,0,94.11
2024,1,18,4,0,11.3,0,0,0,0,96.32000000000001
2024,1,18,5,0,10.9,0,0,0,0,99.23
2024,1,18,6,0,10.8,0,0,0,0,100
2024,1,18,7,0,10.8,0,0,0,0,100
2024,1,18,8,0,10.600000000000001,0,0,0,0,100
2024,1,18,9,0,10.4,0,0,0,0,100
2024,1,18,10,0,10,0,0,0,0,100
2024,1,18,11,0,9.3,0,0,0,0,100
2024,1,18,12,0,9.3,0,0,0,0,100
2024,1,18,13,0,9.3,0,0,0,0,99.37
2024,1,18,14,0,9.1,0,0,0,0,99.03
2024,1,18,15,0,9.1,0,0,0,0,98.43
2024,1,18,16,0,10.100000000000001,5,41,41,0,93.63
2024,1,18,17,0,11,98,130,156,0,90.42
2024,1,18,18,0,11.8,249,182,280,0,87.66
2024,1,18,19,0,12.8,48,218,241,0,83.77
2024,1,18,20,0,13.600000000000001,130,265,334,0,80.31
2024,1,18,21,0,13.9,48,236,261,0,79.56
2024,1,18,22,0,14,180,207,289,0,81.11
2024,1,18,23,0,13.700000000000001,420,134,283,0,86.34
2024,1,19,0,0,12.8,87,104,122,0,87.53
2024,1,19,1,0,12.100000000000001,1,18,18,0,89.43
2024,1,19,2,0,11.8,0,0,0,0,90.4
2024,1,19,3,0,11.600000000000001,0,0,0,0,90.29
2024,1,19,4,0,11.3,0,0,0,0,90.65
2024,1,19,5,0,11,0,0,0,0,91.37
2024,1,19,6,0,10.700000000000001,0,0,0,0,92.57000000000001
2024,1,19,7,0,10.5,0,0,0,0,93.49
2024,1,19,8,0,10.5,0,0,0,0,93.59
2024,1,19,9,0,10.4,0,0,0,0,94.36
2024,1,19,10,0,10.3,0,0,0,0,94.88
2024,1,19,11,0,10.100000000000001,0,0,0,0,95.83
2024,1,19,12,0,10,0,0,0,0,95.9
2024,1,19,13,0,9.9,0,0,0,0,96.08
2024,1,19,14,0,9.8,0,0,0,0,96.25
2024,1,19,15,0,9.8,0,0,0,0,95.68
2024,1,19,16,0,10.8,344,33,68,0,91.01
2024,1,19,17,0,11.9,6,83,85,0,86.99
2024,1,19,18,0,13.3,2,88,89,0,83.16
2024,1,19,19,0,14,5,138,140,0,82.27
2024,1,19,20,0,14.200000000000001,7,163,167,0,83.02
2024,1,19,21,0,14.4,0,54,54,0,83.54
2024,1,19,22,0,14.5,0,54,54,0,84.96000000000001
2024,1,19,23,0,14.200000000000001,0,6,6,0,87.58
2024,1,20,0,0,13.700000000000001,0,3,3,0,90.26
2024,1,20,1,0,13.5,221,18,28,0,91.5
2024,1,20,2,0,13.5,0,0,0,0,92.7
2024,1,20,3,0,13.700000000000001,0,0,0,0,92.53
2024,1,20,4,0,13.9,0,0,0,0,92.29
2024,1,20,5,0,13.9,0,0,0,0,92.54
2024,1,20,6,0,13.8,0,0,0,0,93.12
2024,1,20,7,0,13.700000000000001,0,0,0,0,93.55
2024,1,20,8,0,13.5,0,0,0,0,94.24
2024,1,20,9,0,13.3,0,0,0,0,94.9
2024,1,20,10,0,13.100000000000001,0,0,0,0,94.98
